,bpi,disclaimer,time
2014-06-14,571.6902,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-06-15,591.9718,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-06-16,588.06,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-06-17,607.3427,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-06-18,604.8752,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-06-19,592.2648,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-06-20,588.5215,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-06-21,591.0298,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-06-22,598.8765,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-06-23,587.4598,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-06-24,575.0667,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-06-25,562.1263,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-06-26,579.3842,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-06-27,600.8645,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-06-28,591.994,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-06-29,598.6032,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-06-30,639.3623,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-01,635.5905,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-02,647.34,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-03,640.6879,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-04,626.9575,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-05,628.3313,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-06,631.7065,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-07,617.9918,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-08,620.2193,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-09,620.5496,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-10,615.1129,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-11,631.1804,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-12,634.4775,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-13,627.5759,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-14,618.3798,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-15,619.3558,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-16,615.2039,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-17,622.6234,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-18,628.2156,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-19,625.8011,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-20,621.3725,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-21,620.0103,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-22,618.8076,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-23,617.9274,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-24,600.0065,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-25,599.928,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-26,593.8526,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-27,590.9454,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-28,584.6931,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-29,582.2034,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-30,564.37,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-07-31,581.3501,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-01,595.0845,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-02,587.2878,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-03,585.5078,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-04,586.7639,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-05,583.1125,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-06,583.0355,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-07,587.3971,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-08,590.5324,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-09,588.095,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-10,589.45,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-11,573.3066,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-12,568.2099,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-13,544.5681,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-14,508.5536,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-15,496.6164,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-16,519.8314,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-17,492.9513,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-18,460.6719,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-19,486.736,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-20,511.9259,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-21,516.1605,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-22,513.9419,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-23,497.2185,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-24,508.5735,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-25,501.6296,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-26,513.4704,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-27,510.43,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-28,507.0154,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-29,508.4224,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-30,501.2031,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-08-31,478.0734,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-01,474.1346,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-02,475.3181,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-03,474.537,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-04,489.0865,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-05,480.501,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-06,482.2371,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-07,479.4833,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-08,472.1479,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-09,471.5576,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-10,477.5273,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-11,476.3349,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-12,473.8254,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-13,477.0861,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-14,474.715,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-15,471.3586,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-16,463.7388,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-17,454.9143,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-18,421.4594,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-19,391.9439,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-20,406.8248,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-21,396.567,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-22,398.8854,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-23,435.3779,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-24,422.2984,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-25,408.7985,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-26,401.9203,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2014-09-27,398.3571,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
